filename,sample number,category,set,offset augment,noise augment,original filename
2087-3-0-0-3.wav,2087,3,0,0,3,220815.wav
2088-1-0-1-0.wav,2088,1,0,1,0,127543.wav
2089-1-0-3-0.wav,2089,1,0,3,0,179236.wav
2090-1-0-3-2.wav,2090,1,0,3,2,88809.wav
2091-0-0-0-2.wav,2091,0,0,0,2,163106.wav
2092-0-0-3-3.wav,2092,0,0,3,3,10613.wav
2093-2-0-3-0.wav,2093,2,0,3,0,24632-6-0-0.wav
2094-0-0-2-1.wav,2094,0,0,2,1,79633.wav
2095-1-0-3-0.wav,2095,1,0,3,0,93449.wav
2096-0-0-3-1.wav,2096,0,0,3,1,162834.wav
2097-3-0-1-0.wav,2097,3,0,1,0,118521.wav
2098-0-0-2-2.wav,2098,0,0,2,2,75435.wav
2099-1-0-2-3.wav,2099,1,0,2,3,85550.wav
2100-1-0-0-2.wav,2100,1,0,0,2,93299.wav
2101-1-0-2-1.wav,2101,1,0,2,1,216287.wav
2102-1-0-3-0.wav,2102,1,0,3,0,89895.wav
2103-2-0-2-3.wav,2103,2,0,2,3,34708-6-0-0.wav
2104-3-0-1-0.wav,2104,3,0,1,0,58794.wav
2105-3-0-1-0.wav,2105,3,0,1,0,328003.wav
2106-1-0-1-3.wav,2106,1,0,1,3,179230.wav
2107-3-0-1-3.wav,2107,3,0,1,3,220291.wav
2108-0-0-2-2.wav,2108,0,0,2,2,98655.wav
2109-0-0-1-0.wav,2109,0,0,1,0,162762.wav
2110-2-0-1-0.wav,2110,2,0,1,0,7064-6-2-0.wav
2111-0-0-2-3.wav,2111,0,0,2,3,20080.wav
2112-2-0-2-1.wav,2112,2,0,2,1,135528-6-4-0.wav
2113-1-0-0-3.wav,2113,1,0,0,3,88926.wav
2114-2-0-1-2.wav,2114,2,0,1,2,34708-6-2-0.wav
2115-3-0-3-1.wav,2115,3,0,3,1,241592.wav
2116-0-0-1-1.wav,2116,0,0,1,1,144449.wav
2117-3-0-1-0.wav,2117,3,0,1,0,63708.wav
2118-3-0-0-2.wav,2118,3,0,0,2,336841.wav
2119-3-0-2-1.wav,2119,3,0,2,1,30277.wav
2120-3-0-0-3.wav,2120,3,0,0,3,110141.wav
2121-2-0-0-1.wav,2121,2,0,0,1,145611-6-4-0.wav
2122-3-0-0-1.wav,2122,3,0,0,1,68136.wav
2123-3-0-0-1.wav,2123,3,0,0,1,222530.wav
2124-1-0-2-1.wav,2124,1,0,2,1,213156.wav
2125-2-0-0-3.wav,2125,2,0,0,3,135527-6-14-8.wav
2126-3-0-3-2.wav,2126,3,0,3,2,343897.wav
2127-0-0-2-2.wav,2127,0,0,2,2,133052.wav
2128-2-0-2-3.wav,2128,2,0,2,3,135544-6-7-0.wav
2129-1-0-2-3.wav,2129,1,0,2,3,85184.wav
2130-3-0-1-0.wav,2130,3,0,1,0,220655.wav
2131-3-0-1-1.wav,2131,3,0,1,1,163729.wav
2132-1-0-0-0.wav,2132,1,0,0,0,173611.wav
2133-0-0-1-0.wav,2133,0,0,1,0,58159.wav
2134-0-0-0-1.wav,2134,0,0,0,1,65725.wav
2135-2-0-0-0.wav,2135,2,0,0,0,122690-6-0-0.wav
2136-3-0-3-3.wav,2136,3,0,3,3,31635.wav
2137-0-0-2-3.wav,2137,0,0,2,3,181570.wav
2138-0-0-0-0.wav,2138,0,0,0,0,73623.wav
2139-0-0-2-2.wav,2139,0,0,2,2,69509.wav
2140-3-0-0-1.wav,2140,3,0,0,1,159459.wav
2141-0-0-0-1.wav,2141,0,0,0,1,46934.wav
2142-1-0-2-3.wav,2142,1,0,2,3,204144.wav
2143-2-0-1-3.wav,2143,2,0,1,3,158979-6-0-0.wav
2144-0-0-2-1.wav,2144,0,0,2,1,31137.wav
2145-1-0-2-0.wav,2145,1,0,2,0,216288.wav
2146-2-0-0-0.wav,2146,2,0,0,0,76094-6-0-0.wav
2147-2-0-0-1.wav,2147,2,0,0,1,135526-6-6-0.wav
2148-1-0-1-1.wav,2148,1,0,1,1,89894.wav
2149-3-0-0-0.wav,2149,3,0,0,0,219660.wav
2150-1-0-0-2.wav,2150,1,0,0,2,219940.wav
2151-3-0-2-3.wav,2151,3,0,2,3,30276.wav
2152-2-0-2-1.wav,2152,2,0,2,1,135544-6-1-0.wav
2153-3-0-3-1.wav,2153,3,0,3,1,166154.wav
2154-1-0-2-3.wav,2154,1,0,2,3,173594.wav
2155-0-0-0-3.wav,2155,0,0,0,3,121942.wav
2156-0-0-3-0.wav,2156,0,0,3,0,133285.wav
2157-3-0-0-1.wav,2157,3,0,0,1,173088.wav
2158-3-0-1-2.wav,2158,3,0,1,2,9434.wav
2159-0-0-3-2.wav,2159,0,0,3,2,168790.wav
2160-2-0-0-1.wav,2160,2,0,0,1,135527-6-14-2.wav
2161-0-0-3-1.wav,2161,0,0,3,1,160382.wav
2162-3-0-2-3.wav,2162,3,0,2,3,270446.wav
2163-1-0-1-0.wav,2163,1,0,1,0,88924.wav
2164-2-0-1-2.wav,2164,2,0,1,2,148841-6-1-0.wav
2165-3-0-3-1.wav,2165,3,0,3,1,166621.wav
2166-0-0-3-3.wav,2166,0,0,3,3,34936.wav
2167-0-0-2-1.wav,2167,0,0,2,1,119208.wav
2168-3-0-2-1.wav,2168,3,0,2,1,219882.wav
2169-0-0-2-0.wav,2169,0,0,2,0,64764.wav
2170-1-0-1-1.wav,2170,1,0,1,1,42902.wav
2171-0-0-3-0.wav,2171,0,0,3,0,70157.wav
2172-0-0-0-2.wav,2172,0,0,0,2,162762.wav
2173-2-0-3-2.wav,2173,2,0,3,2,135526-6-11-0.wav
2174-1-0-0-1.wav,2174,1,0,0,1,42901.wav
2175-0-0-1-0.wav,2175,0,0,1,0,70157.wav
2176-2-0-3-1.wav,2176,2,0,3,1,135527-6-5-0.wav
2177-2-0-2-1.wav,2177,2,0,2,1,135528-6-9-0.wav
2178-0-0-3-3.wav,2178,0,0,3,3,10440.wav
2179-3-0-2-1.wav,2179,3,0,2,1,343879.wav
2180-1-0-2-0.wav,2180,1,0,2,0,145559.wav
2181-2-0-2-1.wav,2181,2,0,2,1,135527-6-13-0.wav
2182-0-0-3-3.wav,2182,0,0,3,3,180284.wav
2183-1-0-0-3.wav,2183,1,0,0,3,88948.wav
2184-2-0-1-1.wav,2184,2,0,1,1,76091-6-5-0.wav
2185-3-0-2-1.wav,2185,3,0,2,1,9435.wav
2186-1-0-3-2.wav,2186,1,0,3,2,216748.wav
2187-3-0-3-0.wav,2187,3,0,3,0,336537.wav
2188-2-0-3-2.wav,2188,2,0,3,2,135528-6-5-0.wav
2189-2-0-2-0.wav,2189,2,0,2,0,157801-6-0-0.wav
2190-1-0-2-1.wav,2190,1,0,2,1,42906.wav
2191-3-0-0-0.wav,2191,3,0,0,0,166621.wav
2192-3-0-3-1.wav,2192,3,0,3,1,171765.wav
2193-3-0-2-0.wav,2193,3,0,2,0,125130.wav
2194-3-0-0-3.wav,2194,3,0,0,3,220658.wav
2195-3-0-2-3.wav,2195,3,0,2,3,144338.wav
2196-0-0-0-2.wav,2196,0,0,0,2,153777.wav
2197-1-0-0-2.wav,2197,1,0,0,2,204124.wav
2198-2-0-0-3.wav,2198,2,0,0,3,7064-6-4-0.wav
2199-3-0-3-1.wav,2199,3,0,3,1,187793.wav
2200-3-0-3-3.wav,2200,3,0,3,3,76522.wav
2201-1-0-0-0.wav,2201,1,0,0,0,179234.wav
2202-3-0-2-2.wav,2202,3,0,2,2,220365.wav
2203-2-0-1-3.wav,2203,2,0,1,3,76089-6-0-0.wav
2204-2-0-0-2.wav,2204,2,0,0,2,25039-6-1-0.wav
2205-1-0-3-2.wav,2205,1,0,3,2,88942.wav
2206-3-0-2-3.wav,2206,3,0,2,3,34283.wav
2207-3-0-3-1.wav,2207,3,0,3,1,56901.wav
2208-2-0-1-1.wav,2208,2,0,1,1,135528-6-6-0.wav
2209-3-0-0-0.wav,2209,3,0,0,0,132828.wav
2210-2-0-1-0.wav,2210,2,0,1,0,145206-6-5-0.wav
2211-1-0-0-2.wav,2211,1,0,0,2,173604.wav
2212-1-0-1-3.wav,2212,1,0,1,3,42900.wav
2213-1-0-1-2.wav,2213,1,0,1,2,204699.wav
2214-1-0-1-3.wav,2214,1,0,1,3,88933.wav
2215-1-0-3-1.wav,2215,1,0,3,1,204694.wav
2216-2-0-1-2.wav,2216,2,0,1,2,135544-6-1-0.wav
2217-1-0-2-2.wav,2217,1,0,2,2,164540.wav
2218-3-0-0-2.wav,2218,3,0,0,2,219647.wav
2219-3-0-0-3.wav,2219,3,0,0,3,220663.wav
2220-2-0-0-2.wav,2220,2,0,0,2,135544-6-0-0.wav
2221-3-0-1-1.wav,2221,3,0,1,1,222674.wav
2222-0-0-0-1.wav,2222,0,0,0,1,20434.wav
2223-3-0-3-1.wav,2223,3,0,3,1,104032.wav
2224-1-0-3-1.wav,2224,1,0,3,1,204697.wav
2225-2-0-0-3.wav,2225,2,0,0,3,46656-6-3-0.wav
2226-3-0-0-0.wav,2226,3,0,0,0,273151.wav
2227-2-0-1-2.wav,2227,2,0,1,2,136399-6-8-0.wav
2228-2-0-2-2.wav,2228,2,0,2,2,77246-6-0-0.wav
2229-3-0-3-3.wav,2229,3,0,3,3,202037.wav
2230-3-0-3-2.wav,2230,3,0,3,2,125131.wav
2231-0-0-1-2.wav,2231,0,0,1,2,128331.wav
2232-3-0-1-0.wav,2232,3,0,1,0,66949.wav
2233-2-0-3-1.wav,2233,2,0,3,1,52357-6-0-0.wav
2234-3-0-3-3.wav,2234,3,0,3,3,144435.wav
2235-2-0-2-1.wav,2235,2,0,2,1,135528-6-6-0.wav
2236-1-0-0-2.wav,2236,1,0,0,2,173560.wav
2237-3-0-0-0.wav,2237,3,0,0,0,212710.wav
2238-0-0-0-3.wav,2238,0,0,0,3,34939.wav
2239-0-0-1-2.wav,2239,0,0,1,2,64764.wav
2240-2-0-2-1.wav,2240,2,0,2,1,133797-6-0-0.wav
2241-1-0-0-2.wav,2241,1,0,0,2,42901.wav
2242-0-0-0-0.wav,2242,0,0,0,0,130707.wav
2243-0-0-1-1.wav,2243,0,0,1,1,116925.wav
2244-3-0-1-2.wav,2244,3,0,1,2,107032.wav
2245-0-0-3-2.wav,2245,0,0,3,2,100308.wav
2246-3-0-2-2.wav,2246,3,0,2,2,84353.wav
2247-2-0-1-0.wav,2247,2,0,1,0,7068-6-0-0.wav
2248-0-0-1-1.wav,2248,0,0,1,1,63335.wav
2249-2-0-0-3.wav,2249,2,0,0,3,135528-6-10-0.wav
2250-0-0-3-1.wav,2250,0,0,3,1,31137.wav
2251-2-0-1-0.wav,2251,2,0,1,0,24632-6-1-0.wav
2252-3-0-2-1.wav,2252,3,0,2,1,175385.wav
2253-0-0-1-1.wav,2253,0,0,1,1,91186.wav
2254-2-0-0-2.wav,2254,2,0,0,2,135544-6-1-0.wav
2255-2-0-0-0.wav,2255,2,0,0,0,135526-6-2-0.wav
2256-1-0-2-2.wav,2256,1,0,2,2,173608.wav
2257-3-0-3-2.wav,2257,3,0,3,2,21323.wav
2258-2-0-1-2.wav,2258,2,0,1,2,135544-6-4-0.wav
2259-3-0-3-1.wav,2259,3,0,3,1,315833.wav
2260-0-0-3-0.wav,2260,0,0,3,0,63335.wav
2261-0-0-3-2.wav,2261,0,0,3,2,46934.wav
2262-1-0-1-0.wav,2262,1,0,1,0,204140.wav
2263-1-0-1-0.wav,2263,1,0,1,0,164540.wav
2264-0-0-2-2.wav,2264,0,0,2,2,67518.wav
2265-0-0-1-1.wav,2265,0,0,1,1,119146.wav
2266-1-0-3-0.wav,2266,1,0,3,0,158140.wav
2267-3-0-3-2.wav,2267,3,0,3,2,56901.wav
2268-2-0-1-3.wav,2268,2,0,1,3,135527-6-14-8.wav
2269-3-0-3-3.wav,2269,3,0,3,3,219685.wav
2270-2-0-3-1.wav,2270,2,0,3,1,7064-6-5-0.wav
2271-1-0-2-2.wav,2271,1,0,2,2,42907.wav
2272-0-0-3-2.wav,2272,0,0,3,2,153837.wav
2273-3-0-2-2.wav,2273,3,0,2,2,30279.wav
2274-2-0-0-2.wav,2274,2,0,0,2,7065-6-0-0.wav
2275-0-0-2-2.wav,2275,0,0,2,2,4288.wav
2276-0-0-2-2.wav,2276,0,0,2,2,44771.wav
2277-0-0-3-2.wav,2277,0,0,3,2,69080.wav
2278-0-0-2-3.wav,2278,0,0,2,3,89782.wav
2279-3-0-0-0.wav,2279,3,0,0,0,220658.wav
2280-3-0-0-2.wav,2280,3,0,0,2,220312.wav
2281-0-0-2-1.wav,2281,0,0,2,1,44771.wav
2282-2-0-2-0.wav,2282,2,0,2,0,135527-6-12-0.wav
2283-0-0-3-0.wav,2283,0,0,3,0,141184.wav
2284-1-0-0-2.wav,2284,1,0,0,2,179231.wav
2285-2-0-3-0.wav,2285,2,0,3,0,76093-6-1-0.wav
2286-0-0-1-1.wav,2286,0,0,1,1,12828.wav
2287-2-0-2-3.wav,2287,2,0,2,3,135544-6-11-0.wav
2288-3-0-2-2.wav,2288,3,0,2,2,270474.wav
2289-0-0-3-3.wav,2289,0,0,3,3,17599.wav
2290-1-0-0-0.wav,2290,1,0,0,0,173604.wav
2291-0-0-3-0.wav,2291,0,0,3,0,60780.wav
2292-3-0-3-2.wav,2292,3,0,3,2,89362.wav
2293-1-0-0-0.wav,2293,1,0,0,0,216748.wav
2294-2-0-3-3.wav,2294,2,0,3,3,46656-6-1-0.wav
2295-0-0-1-2.wav,2295,0,0,1,2,2826.wav
2296-0-0-2-3.wav,2296,0,0,2,3,36835.wav
2297-0-0-0-3.wav,2297,0,0,0,3,70157.wav
2298-1-0-0-0.wav,2298,1,0,0,0,204694.wav
2299-1-0-3-2.wav,2299,1,0,3,2,164540.wav
2300-2-0-1-3.wav,2300,2,0,1,3,145683-6-2-0.wav
2301-1-0-1-0.wav,2301,1,0,1,0,178582.wav
2302-3-0-2-0.wav,2302,3,0,2,0,184373.wav
2303-0-0-2-2.wav,2303,0,0,2,2,178439.wav
2304-0-0-1-2.wav,2304,0,0,1,2,86659.wav
2305-0-0-3-2.wav,2305,0,0,3,2,161343.wav
2306-0-0-2-2.wav,2306,0,0,2,2,165419.wav
2307-0-0-3-3.wav,2307,0,0,3,3,112689.wav
2308-3-0-0-0.wav,2308,3,0,0,0,63637.wav
2309-1-0-1-2.wav,2309,1,0,1,2,204115.wav
2310-3-0-3-2.wav,2310,3,0,3,2,219858.wav
2311-0-0-3-0.wav,2311,0,0,3,0,27661.wav
2312-3-0-0-0.wav,2312,3,0,0,0,220291.wav
2313-1-0-0-0.wav,2313,1,0,0,0,92643.wav
2314-2-0-1-2.wav,2314,2,0,1,2,135544-6-19-0.wav
2315-2-0-0-0.wav,2315,2,0,0,0,131571-6-0-0.wav
2316-0-0-3-3.wav,2316,0,0,3,3,180794.wav
2317-1-0-2-2.wav,2317,1,0,2,2,204119.wav
2318-3-0-0-2.wav,2318,3,0,0,2,135799.wav
2319-3-0-1-0.wav,2319,3,0,1,0,104031.wav
2320-2-0-1-2.wav,2320,2,0,1,2,135528-6-7-0.wav
2321-0-0-3-2.wav,2321,0,0,3,2,171121.wav
2322-3-0-0-1.wav,2322,3,0,0,1,220291.wav
2323-2-0-0-3.wav,2323,2,0,0,3,136399-6-1-0.wav
2324-0-0-0-0.wav,2324,0,0,0,0,89782.wav
2325-3-0-0-1.wav,2325,3,0,0,1,161360.wav
2326-2-0-1-0.wav,2326,2,0,1,0,52284-6-0-0.wav
2327-1-0-3-2.wav,2327,1,0,3,2,173591.wav
2328-3-0-1-0.wav,2328,3,0,1,0,64940.wav
2329-0-0-3-1.wav,2329,0,0,3,1,75649.wav
2330-3-0-3-3.wav,2330,3,0,3,3,110141.wav
2331-0-0-2-1.wav,2331,0,0,2,1,70280.wav
2332-0-0-1-2.wav,2332,0,0,1,2,44771.wav
2333-1-0-2-1.wav,2333,1,0,2,1,89888.wav
2334-2-0-2-3.wav,2334,2,0,2,3,135544-6-4-0.wav
2335-2-0-3-3.wav,2335,2,0,3,3,34708-6-5-0.wav
2336-2-0-3-3.wav,2336,2,0,3,3,145206-6-3-0.wav
2337-1-0-0-1.wav,2337,1,0,0,1,118515.wav
2338-3-0-2-3.wav,2338,3,0,2,3,220306.wav
2339-3-0-2-0.wav,2339,3,0,2,0,222534.wav
2340-0-0-3-1.wav,2340,0,0,3,1,50401.wav
2341-0-0-0-2.wav,2341,0,0,0,2,132815.wav
2342-1-0-2-2.wav,2342,1,0,2,2,173604.wav
2343-3-0-0-3.wav,2343,3,0,0,3,343948.wav
2344-0-0-0-0.wav,2344,0,0,0,0,4288.wav
2345-2-0-0-2.wav,2345,2,0,0,2,159701-6-0-0.wav
2346-2-0-0-1.wav,2346,2,0,0,1,86278-6-0-0.wav
2347-1-0-1-1.wav,2347,1,0,1,1,66519.wav
2348-3-0-2-2.wav,2348,3,0,2,2,222534.wav
2349-0-0-3-0.wav,2349,0,0,3,0,64128.wav
2350-2-0-2-2.wav,2350,2,0,2,2,135544-6-3-0.wav
2351-0-0-2-3.wav,2351,0,0,2,3,176749.wav
2352-1-0-3-1.wav,2352,1,0,3,1,173606.wav
2353-1-0-2-3.wav,2353,1,0,2,3,164539.wav
2354-2-0-1-1.wav,2354,2,0,1,1,135527-6-8-0.wav
2355-0-0-2-1.wav,2355,0,0,2,1,55356.wav
2356-3-0-3-3.wav,2356,3,0,3,3,222586.wav
2357-0-0-2-2.wav,2357,0,0,2,2,15145.wav
2358-2-0-3-3.wav,2358,2,0,3,3,135527-6-5-0.wav
2359-0-0-1-0.wav,2359,0,0,1,0,23649.wav
2360-0-0-1-1.wav,2360,0,0,1,1,178844.wav
2361-0-0-2-1.wav,2361,0,0,2,1,120341.wav
2362-1-0-0-3.wav,2362,1,0,0,3,85168.wav
2363-2-0-2-0.wav,2363,2,0,2,0,145206-6-5-0.wav
2364-1-0-0-3.wav,2364,1,0,0,3,173593.wav
2365-3-0-1-3.wav,2365,3,0,1,3,175385.wav
2366-0-0-1-2.wav,2366,0,0,1,2,133674.wav
2367-0-0-0-0.wav,2367,0,0,0,0,116090.wav
2368-1-0-2-3.wav,2368,1,0,2,3,88926.wav
2369-0-0-0-1.wav,2369,0,0,0,1,759.wav
2370-1-0-1-1.wav,2370,1,0,1,1,88937.wav
2371-3-0-0-3.wav,2371,3,0,0,3,220312.wav
2372-2-0-0-1.wav,2372,2,0,0,1,76091-6-0-0.wav
2373-0-0-3-0.wav,2373,0,0,3,0,59304.wav
2374-2-0-1-3.wav,2374,2,0,1,3,145611-6-0-0.wav
2375-1-0-0-0.wav,2375,1,0,0,0,216289.wav
2376-3-0-1-0.wav,2376,3,0,1,0,221151.wav
2377-1-0-1-0.wav,2377,1,0,1,0,213163.wav
2378-2-0-1-0.wav,2378,2,0,1,0,148827-6-4-0.wav
2379-2-0-0-3.wav,2379,2,0,0,3,135528-6-4-2.wav
2380-0-0-0-2.wav,2380,0,0,0,2,153927.wav
2381-2-0-3-0.wav,2381,2,0,3,0,46656-6-5-0.wav
2382-1-0-1-3.wav,2382,1,0,1,3,216288.wav
2383-1-0-1-2.wav,2383,1,0,1,2,204132.wav
2384-1-0-0-3.wav,2384,1,0,0,3,88936.wav
2385-2-0-0-3.wav,2385,2,0,0,3,135526-6-4-0.wav
2386-2-0-2-1.wav,2386,2,0,2,1,50618-6-0-0.wav
2387-0-0-2-3.wav,2387,0,0,2,3,83703.wav
2388-2-0-2-1.wav,2388,2,0,2,1,7068-6-0-0.wav
2389-2-0-3-3.wav,2389,2,0,3,3,135528-6-1-0.wav
2390-1-0-3-2.wav,2390,1,0,3,2,88949.wav
2391-1-0-0-2.wav,2391,1,0,0,2,173602.wav
2392-0-0-1-2.wav,2392,0,0,1,2,180284.wav
2393-3-0-1-1.wav,2393,3,0,1,1,173070.wav
2394-1-0-0-0.wav,2394,1,0,0,0,164330.wav
2395-2-0-0-1.wav,2395,2,0,0,1,145609-6-1-0.wav
2396-0-0-3-2.wav,2396,0,0,3,2,180754.wav
2397-2-0-2-2.wav,2397,2,0,2,2,135544-6-13-0.wav
2398-2-0-2-1.wav,2398,2,0,2,1,148827-6-1-0.wav
2399-0-0-0-0.wav,2399,0,0,0,0,118248.wav
2400-3-0-2-2.wav,2400,3,0,2,2,90790.wav
2401-3-0-3-1.wav,2401,3,0,3,1,180348.wav
2402-2-0-1-1.wav,2402,2,0,1,1,145608-6-2-0.wav
2403-2-0-1-0.wav,2403,2,0,1,0,135527-6-14-3.wav
2404-0-0-0-1.wav,2404,0,0,0,1,167435.wav
2405-1-0-2-2.wav,2405,1,0,2,2,216298.wav
2406-0-0-1-2.wav,2406,0,0,1,2,91152.wav
2407-2-0-3-1.wav,2407,2,0,3,1,7064-6-1-0.wav
2408-1-0-1-1.wav,2408,1,0,1,1,115916.wav
2409-1-0-2-1.wav,2409,1,0,2,1,204694.wav
2410-0-0-3-2.wav,2410,0,0,3,2,32219.wav
2411-1-0-1-2.wav,2411,1,0,1,2,173560.wav
2412-2-0-0-1.wav,2412,2,0,0,1,135527-6-0-0.wav
2413-1-0-3-0.wav,2413,1,0,3,0,204123.wav
2414-3-0-2-2.wav,2414,3,0,2,2,104035.wav
2415-3-0-3-3.wav,2415,3,0,3,3,249745.wav
2416-0-0-0-1.wav,2416,0,0,0,1,26866.wav
2417-1-0-1-1.wav,2417,1,0,1,1,179231.wav
2418-3-0-3-3.wav,2418,3,0,3,3,180313.wav
2419-2-0-0-3.wav,2419,2,0,0,3,46654-6-0-0.wav
2420-1-0-3-0.wav,2420,1,0,3,0,145559.wav
2421-0-0-1-2.wav,2421,0,0,1,2,133285.wav
2422-2-0-1-2.wav,2422,2,0,1,2,7066-6-1-0.wav
2423-1-0-2-1.wav,2423,1,0,2,1,204697.wav
2424-3-0-2-2.wav,2424,3,0,2,2,344029.wav
2425-2-0-2-1.wav,2425,2,0,2,1,151065-6-0-0.wav
2426-3-0-3-1.wav,2426,3,0,3,1,241515.wav
2427-3-0-0-1.wav,2427,3,0,0,1,63708.wav
2428-2-0-2-0.wav,2428,2,0,2,0,148835-6-1-0.wav
2429-3-0-3-2.wav,2429,3,0,3,2,34283.wav
2430-1-0-1-1.wav,2430,1,0,1,1,92642.wav
2431-2-0-2-1.wav,2431,2,0,2,1,145609-6-1-0.wav
2432-1-0-0-2.wav,2432,1,0,0,2,174750.wav
2433-0-0-0-1.wav,2433,0,0,0,1,135987.wav
2434-2-0-0-3.wav,2434,2,0,0,3,76094-6-0-0.wav
2435-1-0-0-1.wav,2435,1,0,0,1,68654.wav
2436-2-0-0-0.wav,2436,2,0,0,0,135526-6-4-0.wav
2437-0-0-1-1.wav,2437,0,0,1,1,165419.wav
2438-0-0-0-3.wav,2438,0,0,0,3,119302.wav
2439-2-0-3-2.wav,2439,2,0,3,2,145611-6-4-0.wav
2440-2-0-3-3.wav,2440,2,0,3,3,135527-6-14-4.wav
2441-0-0-1-3.wav,2441,0,0,1,3,20434.wav
2442-2-0-1-2.wav,2442,2,0,1,2,77246-6-0-0.wav
2443-1-0-2-2.wav,2443,1,0,2,2,173577.wav
2444-3-0-0-0.wav,2444,3,0,0,0,42849.wav
2445-3-0-1-3.wav,2445,3,0,1,3,30279.wav
2446-2-0-0-2.wav,2446,2,0,0,2,34708-6-3-0.wav
2447-1-0-2-3.wav,2447,1,0,2,3,118198.wav
2448-3-0-3-0.wav,2448,3,0,3,0,110140.wav
2449-2-0-3-2.wav,2449,2,0,3,2,135526-6-6-0.wav
2450-3-0-2-1.wav,2450,3,0,2,1,58803.wav
2451-1-0-3-3.wav,2451,1,0,3,3,164539.wav
2452-2-0-2-1.wav,2452,2,0,2,1,148828-6-1-0.wav
2453-3-0-3-0.wav,2453,3,0,3,0,219657.wav
2454-0-0-3-0.wav,2454,0,0,3,0,97237.wav
2455-1-0-1-1.wav,2455,1,0,1,1,216287.wav
2456-0-0-0-3.wav,2456,0,0,0,3,76283.wav
2457-3-0-1-3.wav,2457,3,0,1,3,166154.wav
2458-1-0-0-1.wav,2458,1,0,0,1,173604.wav
2459-0-0-2-2.wav,2459,0,0,2,2,121942.wav
2460-2-0-0-0.wav,2460,2,0,0,0,7067-6-0-0.wav
2461-1-0-3-0.wav,2461,1,0,3,0,216299.wav
2462-0-0-2-3.wav,2462,0,0,2,3,69575.wav
2463-2-0-2-2.wav,2463,2,0,2,2,148837-6-0-0.wav
2464-3-0-2-0.wav,2464,3,0,2,0,316398.wav
2465-2-0-1-3.wav,2465,2,0,1,3,135528-6-3-0.wav
2466-3-0-1-2.wav,2466,3,0,1,2,220295.wav
2467-0-0-2-3.wav,2467,0,0,2,3,53883.wav
2468-1-0-0-3.wav,2468,1,0,0,3,144321.wav
2469-1-0-2-3.wav,2469,1,0,2,3,204132.wav
2470-1-0-0-3.wav,2470,1,0,0,3,204134.wav
2471-3-0-2-2.wav,2471,3,0,2,2,159459.wav
2472-2-0-1-2.wav,2472,2,0,1,2,87562-6-0-0.wav
2473-1-0-1-1.wav,2473,1,0,1,1,173579.wav
2474-0-0-0-0.wav,2474,0,0,0,0,180284.wav
2475-0-0-0-3.wav,2475,0,0,0,3,44971.wav
2476-1-0-0-1.wav,2476,1,0,0,1,89887.wav
2477-0-0-1-1.wav,2477,0,0,1,1,108525.wav
2478-0-0-3-0.wav,2478,0,0,3,0,70350.wav
2479-1-0-2-1.wav,2479,1,0,2,1,144321.wav
2480-0-0-2-2.wav,2480,0,0,2,2,100308.wav
2481-0-0-1-3.wav,2481,0,0,1,3,44189.wav
2482-3-0-1-1.wav,2482,3,0,1,1,219724.wav
2483-2-0-0-3.wav,2483,2,0,0,3,7064-6-5-0.wav
2484-1-0-3-1.wav,2484,1,0,3,1,216280.wav
2485-3-0-2-0.wav,2485,3,0,2,0,144435.wav
2486-0-0-3-1.wav,2486,0,0,3,1,74672.wav
2487-0-0-0-1.wav,2487,0,0,0,1,74672.wav
2488-3-0-3-2.wav,2488,3,0,3,2,220292.wav
2489-0-0-3-1.wav,2489,0,0,3,1,32219.wav
2490-2-0-1-3.wav,2490,2,0,1,3,148838-6-2-0.wav
2491-1-0-3-2.wav,2491,1,0,3,2,174747.wav
2492-0-0-2-0.wav,2492,0,0,2,0,165689.wav
2493-2-0-2-2.wav,2493,2,0,2,2,135526-6-11-0.wav
2494-0-0-3-2.wav,2494,0,0,3,2,173701.wav
2495-0-0-2-1.wav,2495,0,0,2,1,71204.wav
2496-3-0-2-2.wav,2496,3,0,2,2,241591.wav
2497-3-0-1-3.wav,2497,3,0,1,3,66949.wav
2498-3-0-3-0.wav,2498,3,0,3,0,202037.wav
2499-3-0-2-3.wav,2499,3,0,2,3,30277.wav
2500-2-0-3-3.wav,2500,2,0,3,3,158977-6-0-0.wav
2501-2-0-2-1.wav,2501,2,0,2,1,135544-6-7-0.wav
2502-3-0-1-3.wav,2502,3,0,1,3,178313.wav
2503-1-0-0-3.wav,2503,1,0,0,3,173579.wav
2504-2-0-1-0.wav,2504,2,0,1,0,76094-6-0-0.wav
2505-2-0-2-1.wav,2505,2,0,2,1,76090-6-0-0.wav
2506-0-0-3-1.wav,2506,0,0,3,1,89782.wav
2507-0-0-3-0.wav,2507,0,0,3,0,92956.wav
2508-2-0-0-0.wav,2508,2,0,0,0,106955-6-0-0.wav
2509-2-0-3-3.wav,2509,2,0,3,3,135526-6-4-0.wav
2510-2-0-2-2.wav,2510,2,0,2,2,158977-6-0-0.wav
2511-2-0-1-0.wav,2511,2,0,1,0,52357-6-0-0.wav
2512-3-0-2-0.wav,2512,3,0,2,0,171765.wav
2513-2-0-2-2.wav,2513,2,0,2,2,135528-6-0-0.wav
2514-2-0-0-0.wav,2514,2,0,0,0,7064-6-5-0.wav
2515-3-0-1-3.wav,2515,3,0,1,3,71139.wav
